GKEY,TRUCK_ENTERED,EDATE,PHOUR,EXITED,PICK_YARD_POS,PICK_ROW_NBR,tv_trans_count,DROP_POS_ID,DROP_POS,DIST,DROP_ROW_NBR,DROP_POS_ID_FLD,DROP_POS_FLD,DIST_FLD,DROP_ROW_NBR_FLD,TT_MIN,TGT_TT,ROW_Feature,RTG,HAD_TROUBLE,TRK_IN_BTW,TRK_OPP,TOT,TRK_IN_ROW,TIER,AVG_30_MIN,RTG_Count
11511918,17-JAN-19 13:33:13,2019-01-17,14,17-JAN-19 17:29:00,91,J,2,255B3.D,255,296,B,255B1.D,255,306,B,162,3,15,RTG7,0,0,22,22,65,1,69.2,5
11512859,17-JAN-19 16:09:29,2019-01-17,16,17-JAN-19 19:12:40,206,J,2,122H4.B,122,544,H,122H3.D,122,554,H,163,3,10,RTG7,0,0,20,20,61,1,79.92307692,2
11510677,17-JAN-19 10:10:30,2019-01-17,10,17-JAN-19 13:50:10,339,I,2,257B2.C,257,542,B,257B2.C,257,552,B,166,3,16,RTG10,0,1,1,2,31,2,24.86363636,5
11512562,17-JAN-19 15:09:20,2019-01-17,15,17-JAN-19 18:26:10,91,J,2,259N3.D,259,292,N,259N4.A,259,302,N,166,3,4,RTG10,0,0,3,3,67,3,98.38888889,3
11511173,17-JAN-19 11:28:06,2019-01-17,11,17-JAN-19 13:04:49,161,I,2,417B2.B,417,204,B,417B2.A,417,214,B,60,2,16,RTG6,0,0,10,10,34,1,20.11111111,2
11512778,17-JAN-19 15:50:38,2019-01-17,16,17-JAN-19 19:12:34,177,J,2,271B1.B,271,366,B,271B1.B,271,376,B,171,3,15,RTG9,0,0,2,2,63,1,97.66666667,2
11511818,17-JAN-19 13:17:00,2019-01-17,13,17-JAN-19 17:20:23,121,J,2,381A4.D,381,200,A,381A4.C,381,210,A,173,3,16,RTG7,0,0,21,21,65,1,65.88888889,2
11512687,17-JAN-19 15:13:17,2019-01-17,15,17-JAN-19 18:52:28,146,J,2,122B1.D,122,484,B,122B2.C,122,494,B,173,3,15,RTG10,0,0,4,4,68,1,105.9285714,3
11512604,17-JAN-19 15:15:17,2019-01-17,15,17-JAN-19 19:02:28,272,J,2,160D1.D,160,572,D,160D1.D,160,582,D,176,3,13,RTG9,0,0,1,1,70,1,105.9285714,3
11511176,17-JAN-19 11:28:26,2019-01-17,11,17-JAN-19 12:28:51,402,I,2,272M7.B,272,590,M,272M5.E,272,600,M,19,1,6,RTG16,0,0,6,6,35,1,20.11111111,2
11511757,17-JAN-19 13:07:53,2019-01-17,13,17-JAN-19 17:37:23,91,J,2,289A1.D,289,262,A,289A1.D,289,272,A,194,3,16,RTG7,0,0,18,18,60,2,50,2
11511184,17-JAN-19 11:28:54,2019-01-17,11,17-JAN-19 14:19:45,80,J,2,122B1.D,122,418,B,122B2.D,122,428,B,154,3,15,RTG8,0,0,10,10,52,2,60.7,2
11510469,17-JAN-19 09:39:18,2019-01-17,10,17-JAN-19 13:40:10,83,J,2,277B1.C,277,266,B,277B1.A,277,276,B,209,3,15,RTG8,0,2,15,17,47,2,66.85714286,4
11511756,17-JAN-19 13:07:45,2019-01-17,13,17-JAN-19 17:32:58,288,J,2,176B6.B,176,572,B,176B6.B,176,582,B,220,3,15,RTG24,0,0,4,4,59,1,50,2
11512179,17-JAN-19 14:13:11,2019-01-17,14,17-JAN-19 18:31:59,75,J,2,277B1.B,277,258,B,277B1.B,277,268,B,228,3,15,RTG10,0,0,3,3,69,2,107.5,5
